urban,hhsize,head_gender,s2_q10_mktcentre,s2_q19_floormat,s2_q20_wallmat,s2_q21a_powergrid,ownasset_0,ownasset_1,ownasset_2,ownasset_3,ownasset_4,s3_q5a_attendchurch,s3_q7_visitother,s53_q6_hunger,s53_q6_staple,s5_q38_worryfood,s5_q42a_meat,s5_q42b_eggs,s5_q2_receivedfood,s5_q4_rent,s7_q2_sendgift,s9_q4_hospitalvisit,s9_q11_medsoutstock,s2_q15b_schoolchildren,s2_q15c_youngchildren,s2_q21_noadults,s2_q23_anyphone,s2_q24_numchild,s2_q2_age,s4_q12_num_ent,s5_q1,s5_q39a_hungryadult,s5_q39b_hungrychild,s5_q3a_food,s5_q3b_personal,s5_q3c_durables,s5_q3d_services,s5_q3e_comms,s5_q3f_housing,s5_q3g_utilities,s5_q3h_transport,s5_q3i_medical,s5_q40a_skippedadult,s5_q40b_skippedchild,s5_q41a_nofoodadult,s5_q41b_nofoodchild,wave,sum_s4_q19_earnings,sum_s4_q19_laidoff,sum_s4_q20_profits,sum_s4_q20_salestrend,sum_s4_q20c_survive,s7_q1_receivegifthh,s4_q1_agactivity
0,9,0,-1,3,1,0,0,1,1,1,0,2,0,1,1,1,0,0,0,0,0,1,1,0.2,0.0,4.0,2,0.2,58.0,0.0,0.0,0.0,0.0,1000.0,100.0,0.0,150.0,150.0,0.0,0.0,150.0,0.0,5.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0
0,2,0,0,2,14,1,0,0,1,0,0,3,0,1,-1,1,0,0,0,-1,0,1,1,0.0,0.3333333333333333,-1.0,1,0.0,27.0,0.0,0.0,2.0,0.0,1000.0,500.0,0.0,0.0,100.0,0.0,50.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0
0,4,0,0,2,14,1,0,0,1,0,0,2,0,1,1,1,0,0,0,1,0,1,1,0.2,0.4,0.0,1,0.6,27.0,0.0,0.0,0.0,0.0,1200.0,500.0,0.0,0.0,100.0,5000.0,150.0,200.0,350.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0
0,4,1,0,2,11,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0.4,0.2,0.0,2,0.6,28.0,2.0,1500.0,0.0,0.0,600.0,100.0,100.0,50.0,50.0,100.0,200.0,100.0,200.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6800.0,4.0,0,0
0,1,0,0,2,14,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0.5,1.0,0.0,2,-1.0,28.0,-1.0,0.0,1.0,0.0,1500.0,200.0,0.0,0.0,500.0,0.0,400.0,0.0,5000.0,3.0,1.0,0.0,0.0,6.0,2000.0,0.0,1000.0,0.0,1.0,-1,0
0,0,1,0,2,11,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0.0,1.0,0.0,1,-1.0,29.0,-1.0,0.0,0.0,0.0,2000.0,1000.0,0.0,500.0,200.0,12000.0,2000.0,600.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0
1,2,1,1,7,11,1,0,0,1,0,0,-1,-1,1,0,1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0,0.0,1,-1.0,29.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1,0
0,6,0,-1,3,7,0,0,0,1,1,0,3,0,0,-1,1,0,0,0,-1,0,0,1,0.2857142857142857,0.0,-1.0,1,0.2857142857142857,48.0,0.0,0.0,0.0,0.0,1500.0,200.0,150.0,50.0,100.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0,6,0,-1,3,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2857142857142857,0.0,0.0,1,0.2857142857142857,48.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0
1,5,0,1,7,11,1,0,0,1,1,0,3,1,1,-1,1,0,0,0,-1,0,0,1,0.3333333333333333,0.3333333333333333,-1.0,2,0.3333333333333333,39.0,0.0,0.0,0.0,0.0,2000.0,500.0,0.0,200.0,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
1,5,0,1,7,-1,1,0,0,1,1,0,2,1,1,1,1,0,0,0,1,0,1,2,0.3333333333333333,0.3333333333333333,0.0,2,0.3333333333333333,39.0,0.0,0.0,0.0,0.0,700.0,200.0,0.0,200.0,50.0,7500.0,200.0,0.0,3000.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0
1,5,0,1,7,-1,1,0,0,1,1,0,2,0,1,1,1,0,0,0,1,0,1,2,0.3333333333333333,0.3333333333333333,0.0,2,0.6666666666666666,39.0,0.0,0.0,0.0,0.0,1200.0,0.0,-1.0,100.0,50.0,0.0,0.0,300.0,0.0,7.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0
1,5,0,1,2,11,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0.5,0.16666666666666666,0.0,2,0.6666666666666666,39.0,0.0,2500.0,0.0,0.0,700.0,100.0,100.0,100.0,100.0,100.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0
1,5,0,1,2,16,1,0,0,1,1,0,3,0,1,0,1,0,1,0,1,0,1,2,0.3333333333333333,0.3333333333333333,0.0,2,0.6666666666666666,39.0,0.0,0.0,2.0,0.0,700.0,120.0,0.0,0.0,200.0,6000.0,600.0,380.0,23000.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0
1,1,0,1,2,11,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1.0,1.0,0.0,2,-1.0,40.0,-1.0,2000.0,0.0,0.0,700.0,100.0,100.0,50.0,50.0,200.0,300.0,200.0,300.0,0.0,0.0,0.0,0.0,7.0,10000.0,0.0,4000.0,5000.0,4.0,1,0
1,6,0,1,2,15,1,0,0,1,1,0,-1,-1,1,0,1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0,0.0,2,-1.0,41.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,1.0,0.0,0.0,8.0,6000.0,0.0,3000.0,0.0,0.0,0,0
0,7,1,-1,3,7,1,0,1,1,1,0,3,0,0,-1,0,0,0,0,-1,0,0,-1,0.5,0.0,-1.0,4,0.5,46.0,0.0,0.0,0.0,0.0,1000.0,70.0,0.0,0.0,50.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0,7,1,-1,3,-1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.375,0.0,3.0,4,0.375,50.0,0.0,2500.0,0.0,0.0,450.0,600.0,400.0,100.0,500.0,0.0,500.0,1500.0,800.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0
0,9,1,-1,3,-1,1,0,1,1,1,0,3,1,1,0,1,0,0,0,0,0,1,2,0.3,0.0,0.0,3,0.3,50.0,0.0,1000.0,5.0,0.0,1000.0,400.0,-1.0,300.0,400.0,1000.0,400.0,500.0,200.0,6.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0
0,9,1,-1,3,7,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0.3,0.0,0.0,2,0.3,50.0,1.0,1500.0,0.0,0.0,600.0,200.0,200.0,50.0,50.0,200.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3000.0,2.0,0,0
0,5,1,-1,3,7,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0.16666666666666666,0.0,1.0,2,-1.0,50.0,-1.0,1000.0,0.0,0.0,600.0,400.0,0.0,250.0,150.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,-1,0
0,5,1,-1,3,7,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0.16666666666666666,0.0,0.0,2,-1.0,50.0,-1.0,650.0,0.0,0.0,750.0,300.0,0.0,250.0,200.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0
0,9,1,0,3,11,0,0,1,1,1,0,-1,-1,1,1,1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0,0.0,6,-1.0,52.0,-1.0,-1.0,2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,0,-1,3,7,0,1,0,0,0,0,3,0,0,-1,0,1,0,0,-1,0,0,1,0.0,0.0,-1.0,1,0.0,26.0,0.0,0.0,0.0,0.0,1400.0,50.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,0,-1,3,-1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,1,0.0,26.0,0.0,1550.0,0.0,0.0,0.0,800.0,0.0,0.0,750.0,0.0,0.0,500.0,750.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,0,-1,3,-1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,1,0.0,26.0,0.0,1500.0,0.0,0.0,350.0,0.0,-1.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,0,-1,3,7,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,2,0.0,26.0,1.0,1800.0,0.0,0.0,800.0,100.0,100.0,50.0,50.0,100.0,200.0,100.0,300.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2250.0,3.0,0,0
0,0,0,-1,3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1,-1.0,26.0,-1.0,0.0,0.0,0.0,400.0,150.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0
0,1,0,1,3,7,0,1,0,0,0,0,-1,-1,1,1,1,1,0,-1,-1,-1,-1,-1,-1.0,-1.0,1.0,2,-1.0,28.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,-1.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0
0,8,0,-1,2,-1,1,0,1,1,1,0,3,0,0,0,0,1,0,0,0,0,0,1,0.3333333333333333,0.1111111111111111,2.0,3,0.3333333333333333,23.0,0.0,99.0,0.0,0.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0
0,8,1,-1,2,-1,1,0,1,1,1,0,2,0,1,1,1,0,0,0,0,0,0,1,0.4444444444444444,0.0,0.0,2,0.4444444444444444,23.0,0.0,0.0,0.0,0.0,1800.0,200.0,-1.0,200.0,150.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0
0,8,1,-1,2,11,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0.4444444444444444,0.0,0.0,1,0.4444444444444444,23.0,0.0,3500.0,0.0,0.0,1500.0,500.0,200.0,100.0,100.0,250.0,700.0,50.0,1000.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0
0,4,1,-1,3,11,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0.8,0.0,0.0,1,-1.0,24.0,2.0,5000.0,0.0,0.0,3000.0,300.0,200.0,100.0,50.0,150.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,6.0,6000.0,0.0,2000.0,6000.0,4.0,-1,0
0,4,1,-1,3,7,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0.8,0.0,0.0,2,-1.0,24.0,-1.0,0.0,1.0,0.0,500.0,200.0,0.0,0.0,100.0,0.0,200.0,150.0,0.0,3.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0
0,6,0,-1,3,6,0,1,0,0,0,0,3,0,1,-1,1,1,0,0,-1,0,1,2,0.42857142857142855,0.2857142857142857,-1.0,1,0.42857142857142855,26.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0,6,0,-1,3,-1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,-1,0.42857142857142855,0.2857142857142857,0.0,1,0.42857142857142855,26.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0
0,4,0,0,2,7,1,0,0,1,0,0,3,0,1,-1,1,0,0,0,-1,0,1,-1,0.2,0.4,-1.0,1,0.2,34.0,0.0,0.0,3.0,3.0,3150.0,300.0,200.0,600.0,150.0,0.0,0.0,1050.0,450.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0,6,0,0,2,7,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0.14285714285714285,0.42857142857142855,1.0,2,0.5714285714285714,34.0,2.0,2000.0,0.0,0.0,800.0,100.0,100.0,50.0,50.0,200.0,200.0,300.0,200.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5000.0,4.0,0,0
0,2,0,0,2,7,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0.3333333333333333,1.0,0.0,2,-1.0,35.0,-1.0,0.0,1.0,0.0,800.0,200.0,0.0,0.0,150.0,0.0,350.0,300.0,0.0,3.0,0.0,0.0,0.0,7.0,9500.0,0.0,3500.0,0.0,4.0,0,0
1,10,0,1,7,11,1,0,0,1,0,0,3,0,1,-1,1,0,0,1,-1,0,0,-1,0.36363636363636365,0.09090909090909091,-1.0,3,0.36363636363636365,27.0,0.0,0.0,2.0,2.0,500.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
1,10,0,1,7,-1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,-1,0.36363636363636365,0.09090909090909091,0.0,3,0.36363636363636365,27.0,0.0,0.0,7.0,7.0,100.0,0.0,0.0,0.0,0.0,4500.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0
1,10,0,1,7,-1,1,0,0,1,0,0,2,0,0,1,1,0,1,0,1,0,0,2,0.36363636363636365,0.09090909090909091,0.0,2,0.45454545454545453,27.0,0.0,700.0,1.0,0.0,600.0,400.0,-1.0,150.0,50.0,4500.0,500.0,50.0,400.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0
1,10,1,1,3,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.36363636363636365,0.09090909090909091,0.0,1,0.45454545454545453,27.0,0.0,1500.0,0.0,0.0,150.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0
1,5,1,1,2,11,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0.6666666666666666,0.3333333333333333,0.0,2,-1.0,27.0,1.0,3000.0,0.0,0.0,1800.0,100.0,100.0,50.0,50.0,200.0,200.0,200.0,300.0,0.0,0.0,0.0,0.0,6.0,3000.0,0.0,1000.0,3000.0,2.0,-1,0
1,5,1,1,7,11,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0.6666666666666666,0.3333333333333333,0.0,2,-1.0,27.0,-1.0,2500.0,0.0,0.0,1200.0,100.0,100.0,100.0,100.0,200.0,200.0,200.0,300.0,0.0,0.0,0.0,0.0,7.0,12000.0,0.0,5000.0,8500.0,6.0,0,0
1,4,0,1,2,14,1,0,0,1,0,0,-1,-1,1,1,1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0,0.0,1,-1.0,28.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,7.0,0.0,0.0,8.0,13000.0,0.0,4800.0,0.0,0.0,0,0
1,3,0,1,2,14,1,0,1,1,1,0,3,0,1,-1,1,0,0,0,-1,0,0,1,0.25,0.25,-1.0,1,0.25,36.0,0.0,0.0,0.0,0.0,850.0,0.0,0.0,0.0,50.0,3500.0,150.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
1,1,0,1,2,14,1,0,1,1,1,0,2,0,1,1,1,0,0,0,1,0,0,1,0.0,0.0,1.0,2,0.0,36.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,100.0,0.0,0.0,100.0,150.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0
1,2,0,1,2,11,1,0,1,1,1,0,2,0,0,0,0,1,1,1,1,0,0,1,0.0,0.6666666666666666,1.0,1,-1.0,32.0,-1.0,2500.0,0.0,0.0,1000.0,200.0,200.0,50.0,50.0,200.0,200.0,100.0,500.0,0.0,0.0,0.0,0.0,6.0,8000.0,0.0,6000.0,4000.0,4.0,-1,0
1,1,0,1,2,7,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0.0,1.0,0.0,2,-1.0,32.0,-1.0,0.0,3.0,0.0,350.0,100.0,0.0,0.0,50.0,0.0,200.0,0.0,0.0,4.0,0.0,2.0,0.0,7.0,2000.0,0.0,800.0,0.0,3.0,0,0
0,4,0,-1,3,16,0,1,0,0,0,0,3,0,1,-1,1,0,0,0,-1,0,0,1,0.6,0.0,-1.0,1,0.6,35.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,50.0,100.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0,4,0,-1,3,-1,0,1,0,0,0,0,3,1,1,1,0,1,0,0,0,0,1,2,0.6,0.0,0.0,1,0.6,36.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0
0,12,0,-1,3,1,0,1,0,0,0,0,3,0,1,-1,1,0,0,0,-1,0,0,1,0.38461538461538464,0.23076923076923078,-1.0,2,0.38461538461538464,33.0,1.0,0.0,2.0,0.0,350.0,250.0,0.0,200.0,100.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0
0,12,0,-1,3,-1,0,1,0,0,0,0,3,1,1,1,1,0,0,0,0,0,1,1,0.38461538461538464,0.23076923076923078,0.0,2,0.38461538461538464,36.0,-1.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,50.0,0.0,0.0,100.0,0.0,7.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0,0
0,12,0,-1,3,-1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.3076923076923077,0.3076923076923077,0.0,1,0.6153846153846154,36.0,-1.0,99.0,0.0,0.0,99.0,99.0,-1.0,99.0,99.0,99.0,99.0,99.0,99.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0
0,12,0,-1,3,1,0,1,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,1,0.38461538461538464,0.23076923076923078,0.0,2,0.6153846153846154,36.0,-1.0,0.0,0.0,0.0,700.0,0.0,0.0,150.0,50.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0,0
0,8,0,-1,3,7,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,-1,0.4444444444444444,0.3333333333333333,0.0,1,0.7777777777777778,36.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,800.0,9.0,0,0
0,1,0,-1,3,5,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,2.5,2.5,0.0,1,-1.0,36.0,-1.0,2000.0,0.0,0.0,700.0,100.0,100.0,100.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0,0.0,0.0,7.0,8000.0,0.0,4000.0,4000.0,4.0,1,0
0,7,0,-1,3,16,0,1,0,0,0,0,3,0,1,-1,1,0,0,0,-1,0,1,1,0.75,0.0,-1.0,1,0.75,37.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0,7,0,-1,3,-1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,2,0.625,0.125,0.0,1,0.625,38.0,0.0,0.0,0.0,0.0,350.0,50.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,7.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0
0,8,1,-1,3,-1,0,1,0,0,0,0,3,0,0,1,1,0,1,0,0,0,0,1,0.5555555555555556,0.1111111111111111,0.0,1,0.6666666666666666,38.0,0.0,0.0,0.0,0.0,150.0,100.0,-1.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0
0,8,0,-1,8,16,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.5555555555555556,0.2222222222222222,0.0,2,0.6666666666666666,38.0,0.0,0.0,0.0,0.0,200.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0
0,1,1,-1,3,5,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,4.0,0.5,0.0,2,-1.0,38.0,1.0,3000.0,0.0,0.0,1800.0,100.0,100.0,50.0,50.0,100.0,200.0,300.0,300.0,0.0,0.0,0.0,0.0,6.0,3000.0,0.0,1000.0,3000.0,2.0,-1,0
0,8,1,0,3,7,0,1,0,0,0,0,-1,-1,1,1,1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0,0.0,2,-1.0,38.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0
1,4,0,1,2,14,1,0,0,1,0,0,3,0,1,-1,1,0,0,0,-1,0,0,-1,0.2,0.4,-1.0,2,0.2,22.0,0.0,0.0,3.0,0.0,2000.0,500.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
1,4,0,1,2,-1,1,0,0,1,0,0,3,1,1,1,1,0,0,0,1,0,0,1,0.2,0.4,0.0,2,0.6,22.0,0.0,0.0,2.0,1.0,1200.0,900.0,-1.0,300.0,250.0,500.0,700.0,0.0,500.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0
1,4,1,1,2,11,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0.2,0.4,0.0,1,0.6,22.0,1.0,1500.0,0.0,0.0,800.0,100.0,100.0,50.0,50.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4000.0,2.0,0,0
1,1,0,1,2,14,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0.5,1.0,0.0,3,-1.0,25.0,-1.0,0.0,0.0,0.0,1000.0,300.0,2000.0,50.0,150.0,5000.0,300.0,500.0,0.0,2.0,0.0,0.0,0.0,7.0,6000.0,0.0,2000.0,0.0,3.0,0,0
1,5,0,1,2,14,1,0,0,1,0,0,-1,-1,1,1,1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0,1.0,4,-1.0,25.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,8.0,20000.0,0.0,7000.0,0.0,0.0,0,0
0,9,1,-1,0,-1,0,0,1,1,0,0,2,0,0,1,0,1,1,0,0,0,0,2,0.4,0.0,1.0,4,0.4,26.0,-1.0,3500.0,4.0,4.0,2000.0,1500.0,0.0,350.0,600.0,750.0,0.0,1000.0,0.0,3.0,3.0,4.0,3.0,2.0,7500.0,0.0,3750.0,7000.0,1.0,0,0
0,9,1,-1,0,-1,0,0,1,1,0,0,3,0,1,1,1,0,0,0,0,0,0,1,0.4,0.0,0.0,2,0.4,18.0,-1.0,0.0,0.0,0.0,700.0,0.0,-1.0,100.0,0.0,0.0,0.0,150.0,0.0,7.0,6.0,0.0,0.0,3.0,3500.0,0.0,1200.0,0.0,2.0,0,0
0,9,1,-1,3,7,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0.4,0.0,0.0,2,0.4,19.0,-1.0,0.0,0.0,0.0,300.0,300.0,0.0,250.0,100.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7000.0,1.0,0,0
0,9,1,-1,8,7,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0.4,0.0,0.0,2,0.4,19.0,-1.0,120.0,0.0,0.0,490.0,80.0,130.0,0.0,6.0,0.0,500.0,0.0,2300.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,12400.0,5.0,0,0
0,5,1,-1,3,7,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0.6666666666666666,0.0,0.0,2,-1.0,19.0,-1.0,1200.0,0.0,0.0,800.0,400.0,0.0,300.0,250.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,-1,0
0,5,1,-1,5,5,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0.6666666666666666,0.0,0.0,3,-1.0,42.0,-1.0,2500.0,0.0,0.0,100.0,100.0,200.0,200.0,100.0,100.0,100.0,100.0,200.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0
